Date,Title,Excerpt,Category
20-03-2021,Buhari: Desperate Politicians Problem of Nigeria’s Electoral Process,"Nigeria's President Muhammadu Buhari is blaming desperate politicians for the problems witnessed in the country's electoral process, stating he is",politics
09-02-2019,Former FIFA President Sepp Blatter Gets New Six-year Football Ban Over Bonus Payments,"Sepp Blatter, a former President of world's football governing body FIFA, has been handed a new six-year ban from football",sports
06-02-2022,"Pfizer, AstraZeneca Effective Against Virus Strain Found in India",The Pfizer-BioNTech and Oxford-AstraZeneca vaccines have been found to be highly effective against the coronavirus variant that was first identified,health
29-05-2021,"Nigeria: Aviation Fuel May Rise to N1000 Per Litre, Imports Rose By 287% to N293bn in 3 Months","Nigeria's National Bureau of Statistics (NBS) has disclosed that Nigeria spent N292.56 billion on the importation of aviation fuel, known",business
17-02-2022,Guardiola Leads Calls to Allow Five Substitutes in Premier League,Manchester City boss Pep Guardiola says the Premier League should allow five substitutes per match again because of a rise,sports
27-09-2022,Biden’s Son Facing Federal Investigation Over ‘Tax Affairs’,"President-elect Joe Biden’s son Hunter has said his “tax affairs” are under federal investigation, putting a renewed spotlight on the",politics
24-01-2023,Nigeria: NDLEA Asks Political Parties to Make Drug Test Part of Screening for Aspirants,"Chairman/Chief Executive of the National Drug Law Enforcement Agency, NDLEA, Brig. Gen. Buba Marwa (Retd) has advised political parties to",health
05-03-2019,BUA Advocates Liberalisation of Cement Policy to Crash Price,"The Chairman and Founder of the BUA Group, Alhaji Abdulsamad Rabiu, has called for the liberalisation of Nigeria’s cement policy",business
22-04-2022,Nigeria: Former Bank PHB MD Atuche Jailed 12 Years For $63m Fraud,"A Nigerian court has sentenced Francis Atuche, a former Managing Director of the defunct Bank PHB (now Keystone Bank), to six",business
27-09-2020,Dangote Calls for Single-Digit Tax Regime to Encourage Investments in Nigeria’s Petroleum Sector,"Africa's richest man and President of the Dangote Group, Alhaji Aliko Dangote has advised Nigeria's federal government to introduce a",business
19-04-2021,Man United Reach Europa League Semi-finals as Edinson Cavani Goal Downs Granada,Manchester United eased into the Europa League semi-finals on Thursday as Edinson Cavani helped secure a 2-0 win on the,sports
21-11-2021,Watford Promoted to Premier League,Watford have been promoted to the Premier League after beating Millwall 1-0 at Vicarage Road on Saturday. Watford now joins,sports
11-08-2019,Prince William Names Reeddi Capsules of Nigeria Among 15 Finalists for £50m Earthshot Prize,Prince William has just announced 15 Finalists for the inaugural year of the £50 million Earthshot Prize. Created by Prince,tech
06-05-2022,"In Line with CBN’s Directive, Nigerian Banks Expose Clients with Suspicious Dollar Transactions",In line with the resolve of the Central Bank of Nigeria (CBN) to halt a regime of arbitrage in the,business
07-11-2021,Nigerian Fashion Brand Lagos Space Programme Makes LVMH Prize Semi-final,"Nigerian fashion brand Lagos Space Programme has qualified for the semi-final of the prestigious LVMH Prize. The Lagos-based genderless brand,",entertainment
27-12-2020,"Nigeria Airline Operators Deny Fixing Base Fare, Lament Loss of $60m to Bird Strikes, Flight Cancellations","The Airline Operators of Nigeria (AON) has denied fixing base fare for economy flight tickets at N50, 000 as travellers",business
05-12-2021,"Nigeria: Ahead of His Declaration for 2023 Presidency, Vice President Osinbajo Meets APC Governors","Ahead of his declaration for presidency in 2023, which is likely expected this week, Vice President Yemi Osinbajo will meet",politics
21-01-2021,Pharmacists Commend RxAll for Introducing RxScanner in Nigeria,"Members of the Pharmaceutical Society of Nigeria (PSN) have commended RxAll, a health tech company, for introducing RxScanner into the",health
25-05-2022,Nigeria: Manufacturers Back Central Bank’s Ban of FX Sale to BDCs,Members of the Manufacturers Association of Nigeria (MAN) have strongly supported last week’s decision by the Central Bank of Nigeria,business
02-02-2019,Aribo Fires Brace in Rangers’ Eight-goal Thrashing of Hamilton,"Super Eagles’ midfielder, Joe Aribo, fired warnings to Sierra Leone on Sunday ahead of their AFCON 2022 qualifier with Nigeria",sports
14-02-2021,Newcastle Denied as Cavani Rescues Point for Man United,Edinson Cavani came off the bench to score an equaliser for an out-of-sorts Manchester United and dash Newcastle's hopes of,sports
14-07-2021,Elon Musk Surpasses Bill Gates to Become World’s 2nd-richest Person,Elon Musk has overtaken Bill Gates as the world's second-richest person. His net worth is now $128 billion. Musk's wealth,tech
22-11-2019,US Charges Proud Boys with Conspiracy in Deadly Capitol Assault,A federal grand jury charged four leaders of the far-right Proud Boys with conspiring to block Congress from certifying US,politics
02-05-2019,Dollar Scarcity May Hamper Shell’s Planned Sale of Nigerian Assets,The current challenge of dollar-crunch in Nigeria may hinder plans by Royal Dutch Shell to sell off its onshore and,business
05-02-2023,"Buhari to Shettima: I’ll Hand Over to You and Your Boss in 2023, God Willing","In spite of growing concerns over APC’s preference for a Muslim-Muslim ticket, Buhari was optimistic of victory.Read more",politics
10-10-2021,"Nigeria: Confusion in Anambra as Uba, Ozigbo Emerge as Candidates in Parallel PDP Governorship Primaries",There was confusion on Saturday in Anambra over the conduct of the governorship primary election of the Peoples Democratic Party,politics
14-03-2019,"After 10 Days of Hiccups, Brazil’s Bolsonaro May Need Surgery",Brazilian president’s office says Jair Bolsonaro is suffering from an intestinal blockage and may need emergency surgery. Brazilian President Jair,health
28-10-2020,Fidelity Bank Posts $55m Profit in Nine Months,•Disburses N50bn intervention funds Fidelity Bank Plc sustained its impressive financial performance with a strong third quarter results for the,business
26-06-2020,"Electoral Act:  Standing Down from Overriding Buhari Was Strategic, Says Senator Umar","Chairman, Senate Committee on Rules and Business, Senator Sadiq Umar, has said the standing down on Senate's proposed veto of",politics
14-06-2019,‘Biggest Series Launch’: Squid Game Knocks Bridgerton off Netflix Top Spot,"We all knew it was coming, but now it's official: Squid Game has become Netflix's biggest ever series launch. The",entertainment
17-10-2022,S/Eagles Set for Tunisia Friendly after More Covid-19 Tests,The Super Eagles are set for in Tuesday’s friendly against Tunisia at the Jacques Lemans Arena in the Austrian city,sports
06-02-2021,"Power Outages: We Have Settled 87% of Your Invoices, Nigeria Tells Generating Companies",Nigeria's federal government said on Thursday that it had settled the power Generation Companies (Gencos) to the tune of approximately,business
15-09-2020,NAFDAC Rejects Iwu’s Claims Over Detox Tea Covid Cure,The National Agency for Food and Drug Administration and Control (NAFDAC) has denied the claims of efficacy of IHP Detox,health
15-10-2022,EU to Build Vaccine Manufacturing Hubs in Africa,The European Union (EU) says it intends to invest 1 billion euros ($1.2billion) to build Covid vaccine-manufacturing hubs in Africa.,health
11-08-2021,"With Almost 700,000 Daily Under-Production, Nigeria and Angola Account for Half of OPEC’s Oil Supply Gap",Almost half the shortfall in planned oil supply by the Organisation of Petroleum Exporting Countries (OPEC) and its allies is,business
28-08-2019,Access Bank Targets Eight More African Countries in Expansion Drive,Access Bank Plc has unfolded plans to expand to eight more African countries as part of a strategy to support,business
21-02-2023,"After 11 Major Titles, Sergio Ramos Announces Real Madrid Departure","Real Madrid have confirmed that club legend Sergio Ramos is leaving the club. Madrid announced it on their official website,",sports
10-01-2021,"Again, Crude Oil Production by OPEC, Allies Falls by 890,000 bpd","Despite the decision of the Organisation of Petroleum Exporting Countries (OPEC) and its allies, OPEC+, to raise crude oil production",business
21-11-2021,"Abuja Environment Body Demands $215,000 to Cut Grass at National Stadium, Sports Minister Alleges","Minister of Youth and Sports Development, Sunday Dare, has revealed that the Federal Capital Territory agency in charge of the",sports
09-07-2019,"In Victory for Trump, Republicans Block Probe of US Capitol Riot",Republicans in the US Senate on Friday derailed a bipartisan inquiry into the deadly assault on the Capitol by former,politics
07-09-2021,Nigeria Blames Drop in Electricity Generation on Shutdown of Critical Gas Plant,Nigeria's federal government on Saturday explained that the drop in electricity generation was a result of the partial shutdown of,business
13-06-2021,Nigeria’s Governing APC Holds Ward Congresses Saturday,"Rattled by last Wednesday’s minority judgement of the Supreme Court on the Ondo State governorship election, which punched holes in",politics
15-03-2023,Nigeria: Parliament Pressures Buhari to Sign Act that Changes Rules in Middle of Electoral Process,Members of the National Assembly have started mounting pressure on President Muhammadu Buhari to assent to the amended Section 84,politics
19-10-2019,Apple to Scan iPhones for Child Sex Abuse Images,Apple has announced details of a system to find child sexual abuse material (CSAM) on US customers' devices. Before an,tech
09-02-2019,"Nigeria: NNPC Names MRS, Oando, Duke Oil as Culprits in Importation of Dirty Fuel, MRS Blames NNPC",The Nigerian National Company Limited (NNPC) on Wednesday stated that its investigation has revealed the presence of Methanol in four,business
04-07-2021,Macron Beats Le Pen to Win Second Term as French President,"Emmanuel Macron is heading for victory over far-right leader Marine Le Pen in the French presidential election on a pro-business,",politics
23-03-2020,"IMF Backs CBN, Cautions against Cryptocurrency Transactions","The International Monetary Fund (IMF) has cautioned against transacting in cryptocurrency, saying regulating the digital currency remains a concern not",business
21-02-2022,"Deregulation Will Continue to Sink Nigeria’s Economy, Petroleum Engineer Zakka Says","Nigeria's economy will continue to sink as long as the country continues to practice deregulation, and that is according to",business
25-09-2020,"APC Chair Adamu Meets Senators, Worried By Gale of Defections","National Chairman of the All Progressives Congress (APC), Senator Abdullahi Adamu, met with senators elected on the platform of the",politics
12-01-2020,"Japan Startup Targets Supercar Users with $700,000 Hoverbike",A Japanese startup backed by soccer player Keisuke Honda hopes to persuade wealthy consumers to swap their supercar for a,business
24-06-2022,WHO Chief Warns of ‘Moral Failure’ in Covid Vaccine Access to Poor Countries,"The head of the World Health Organization has criticised drugmakers’ profits and vaccine inequalities, saying it’s “not right” that younger,",health
20-08-2019,"Asian Shares Hit All-time Highs, Oil Rises on Middle East Tensions",Asian shares advanced to record highs on Monday as successful coronavirus vaccine rollouts globally raise hopes of a rapid economic,business
28-06-2021,‘Umbrella Academy’ Star Elliot Page Comes Out as Transgender,"Oscar-nominated actor Elliot Page, the star of ‘Juno,’ ‘Inception’ and ‘The Umbrella Academy,’ has come out as transgender. ""I love",entertainment
19-02-2020,"Argentina, Chile, Uruguay and Paraguay Launch Joint Bid To Host 2030 World Cup",The South American nations want to bring the quadrennial tournament ‘home’ as Uruguay hosted and won the first edition in,sports
31-08-2022,South Korea’s Antitrust Regulator To Fine Google $177m Over Improper Mobile Market Dominance,"South Korea’s competition regulator has vowed to fine Google the U.S. tech giant, $176.9 million (207.4b Korean won) for allegedly",tech
05-08-2020,Man Utd Stumble Again in Watford Stalemate,Manchester United's challenge for a top-four finish in the Premier League stumbled once more as Watford clung on for a,sports
27-10-2021,Favourites Clash as Belgium Battle Italy for Euro Semi-final Spot in Munich,Belgium and Italy will go head-to-head for a spot in the Euro 2020 semi-finals when they meet in Munich for,sports
12-06-2021,"Israeli Hospital Allegedly Finds Cure for Covid-19, Says All Treated Patients Fully Recovered",A new coronavirus treatment being developed at Tel Aviv’s Ichilov Medical Center has successfully completed phase 1 trials and appears,health
30-06-2019,"Emirates to Resume Flights to Nigeria as FG Lifts Ban, after UAE Drops Rapid Antigen Test","The United Arab Emirates, in its latest Coronavirus protocol released on Friday, dropped the Rapid Antigen Test (RDT) for COVID-19",business
02-01-2020,"OPEC+ Resolves to Continue with Gradual 400,000 bpd Oil Output Hikes",The Organisation of Petroleum Exporting Countries (OPEC) again resolved on Thursday to stick to its strategy of gradually reopening its,business
21-06-2019,Suzuki Expects Operating Profit to Fall Amid Pandemic,"Japan’s fourth largest automaker Suzuki Motors, has forecast operating profit to fall by a quarter to $1.5 billion in the",business
24-05-2022,"Liverpool Clash ‘Toughest Task of Season’, Says Fulham Boss Scott Parker",Fulham head coach Scott Parker believes his side will on Sunday face their “toughest test” when they host Premier League,sports
04-09-2021,Delta Air Lines to Charge $200 Monthly Health Insurance for Unvaccinated Staff,Delta Air Lines on Wednesday said employees will have to pay $200 more every month for their company-sponsored healthcare plan,health
09-04-2019,New Zealand Reports First Community Covid-19 Case in Months,"New Zealand has reported its first coronavirus case outside of a quarantine facility in more than two months, although there",health
12-11-2022,"Britney Spears Can Hire Own Lawyer in Conservatorship Case, Judge Rules",A Los Angeles judge has said US pop star Britney Spears can choose her own lawyer in the fight to,entertainment
01-04-2019,"Report: More Than 6,500 Migrant Workers Have Died During Qatar’s World Cup Prep","The Guardian reports that more than 6,500 migrant workers have died in Qatar amid the nation's preparation to host the",sports
19-10-2020,"Ondo Will Sustainably Produce Cocoa, Says Governor Akeredolu","Ondo State Governor, Oluwarotimi Akeredolu, on Thursday said his administration will ensure that cocoa production remains stable and is sustained",business
05-11-2020,Dubai’s Ruler Receives China’s Coronavirus Vaccine Shot,"Prime minister and vice president of the United Arab Emirates and ruler of Dubai, Sheikh Mohammed bin Rashid Al Maktoum,",health
25-06-2020,Guinea’s Opposition Implores West African States to Help Prevent Crisis,Rita Osakwe Guinea’s main opposition leader has called on neighbouring West African countries to quell a growing political crisis in,politics
22-05-2019,"J&J Vaccine Adds to Covid-19 Armoury, Includes South African Variant",Johnson & Johnson said on Friday that its single-dose vaccine was 66% effective in preventing Covid-19 in a large global,health
29-06-2022,Kim Kardashian Files to Divorce Kanye West,Kim Kardashian West has filed for divorce from Kanye West after 6 1/2 years of marriage. Sources familiar with the,entertainment
20-03-2023,"Trump Sues to Halt Vote Counting in Pennsylvania, Michigan","The Trump campaign said it filed lawsuits Wednesday in Pennsylvania and Michigan, laying the groundwork for contesting the outcome in",politics
17-12-2021,Chadwick Boseman Receives Posthumous Oscar Nomination in Most Diverse List Ever,"Half a year after his death, Chadwick Boseman was posthumously nominated for an Academy Award on Monday for his final",entertainment
01-11-2021,"Kanye, Busta Rhymes Present as DMX Immortalised By Family, Close Friends at Memorial","DMX’s legacy was immortalized as a man beloved by his family, honoured for his strong faith and respected as one",entertainment
01-06-2022,R. Kelly’s Fate Now in Jury’s Hands at Sex Trafficking Trial,R. Kelly’s fate is now in a jury’s hands after weeks of lurid testimony in his sexual misconduct trial. The,entertainment
07-08-2020,Nigeria: INEC Says It Has Capacity to Transmit Results Realtime Nationwide,"Festus Okoye, the Independent National Electoral Commission  (INEC) Commissioner in charge of Voter Education has affirmed that the Commission has",politics
09-06-2022,Nigeria Disburses $510m Export Grant to 270 Exporters,Nigeria’s Debt Management Office (DMO) has said that a total of N195 billion (about $510 million) has been disbursed to,business
21-08-2020,"Osun Election Will Herald an End to APC’s Reign in Nigeria, Atiku Says","Alhaji Atiku Abubakar, on Thursday, said a PDP victory in the Osun State governorship election on Saturday will bring an",politics
23-12-2022,Nigeria: Year-On-Year Headline Inflation Decelerates to 17.38%,Nigeria’s year-on-year headline inflation rate fell to 17.38 per cent for the fourth consecutive month in July from 17.75 per,business
12-11-2022,VP Osinbajo Says Coca-Cola’s Planned $1bn Investment Will Positively Impact Nigeria’s Economy,"The Vice President, Prof. Yemi Osinbajo has said the plan by the multinational beverage company, Coca-Cola, to invest $1 billion",business
23-02-2021,"Nigeria: FG Considers Three Options to Address Electoral Act Impasse, Including Litigation","Nigeria's federal government has disclosed that it was considering three options, which included litigation, to address the refusal by the",politics
19-03-2022,Nigeria to Lose Over $1bn to Under-Production as OPEC Raises Oil Quota,"At a conservative price of $70 per barrel, Nigeria might lose as much as $1.085 billion in February as a",business
21-02-2019,Liverpool Hold Man City to 1-1 Draw,Liverpool's hopes of returning to the Premier League summit were frustrated as they fought out a high-quality draw at Manchester,sports
27-01-2019,"Nigeria Urges Shell, Chevron, NNPC to Allow Third Parties Use Their Gas Pipelines","Shell Nigeria, Chevron and the Nigerian National Petroleum Company (NNPC) Limited are hindering full operation of the Nigeria Liquefied Natural",business
12-11-2022,South Africa’s Manufacturing Activity Expands Slightly in January,"South Africa’s manufacturing activity expanded slightly in January, the seasonally-adjusted Absa Purchasing Managers’ Index (PMI) showed on Monday. The index,",business
27-01-2019,"Nigeria’s National Sports Festival Rescheduled Again, to Start on Valentines’ Day",The 20th edition of Nigeria’s National Sports Festival has yet again been rescheduled to hold between February 14 and 18,sports
10-03-2023,Michael B. Jordan Producing Mohammed Ali Series,Michael B. Jordan developing a Muhammed Ali limited series but it will not feature the 'Black Panther' actor. Michael B.,entertainment
14-09-2021,"Ahead of APC’s Presidential Primary, African Leaders Pressure Buhari to Annoint AfDB President Adesina","Some African leaders have mounted pressure on President Muhammadu Buhari to anoint President of the African Development Bank (AfDB), Dr.",politics
05-03-2023,Cuban Doctors Arrive in Mozambique to Battle Covid-19,"A group of Cuban medics, including five doctors and nine nurses, have arrived in Mozambique to help fight the Covid-19",health
01-11-2019,China’s Exports Beat Forecast Amid Power Shortages,"China’s export growth unexpectedly accelerated in September, as still solid global demand offset some of the pressures on factories from",business
27-12-2021,"N100m Form: APC Presidential Aspirant Defects, Alleges Party Chairman Adamu Has Commercialised Primaries","One of the presidential aspirants on the APC platform, Adamu Garba, left the party on Tuesday over the N100 million",politics
11-04-2021,Chadwick Boseman To Receive Posthumous Honours at Multiple Award Shows,Chadwick Boseman will receive posthumous honours during MTV’s 'Greatest of All Time' special and at the 30th annual Gotham Independent,entertainment
19-12-2020,Cameroon Dump Ivory Coast Out of World Cup Qualifiers,Olympique Lyonnais forward Karl Toko Ekambi’s first-half strike fired Cameroon to the play-offs round of the Fifa World Cup qualifiers,sports
28-03-2020,"Nigeria Must Enforce Stiffer Measures against Vote Buying with Impunity, Says CDD","One of Africa's leading think tanks and civil society groups, the Centre for Democracy and Development (CDD) has called on",politics
06-07-2019,"Amid tensions with China, India warns Amazon over Country of Origin Rule",The Indian government has warned Amazon.com’s local unit and Walmart’s Flipkart that sellers on their platforms are not complying with,business
13-08-2021,Naomi Osaka Withdraws from French Open after Refusing to Do News Conferences,World number two Naomi Osaka says she is withdrawing from the French Open as a result of controversy over her,sports
25-10-2019,US Spends $768m on Malaria in Nigeria Over 10 Years,"The United States has spent $768 million from 2011 to date to fight malaria in Nigeria. In 2021 alone, she",health
11-03-2021,"Nigeria’s Drug Addiction Three Times More Than Global Average, Says NDLEA Boss Marwa","Chairman/Chief Executive of Nigeria's National Drug Law Enforcement Agency (NDLEA), Brig. Gen. Buba Marwa (Retd) has lamented that Nigeria’s drug",health
04-12-2022,Opposition Holds Final Rally as Guineans Vote in Sunday’s Presidential Election,"Guinea's opposition leader and presidential candidate Cellou Dalein Diallo has held his final rally ahead of Sunday's election, denouncing President",politics
14-01-2021,"Edo Governor Obaseki Says Benin River Port Will Boost Export Earnings, Facilitate Economic Growth","Edo State Governor, Mr. Godwin Obaseki, has said his administration remains committed to the realisation of the Benin River Port",business
22-03-2019,Fallout Continues From Biggest Global Ransomware Attack,The single biggest ransomware attack yet continued to bite Monday as more details emerged on how a Russia-linked gang breached,tech
02-03-2019,Classy Italy Kick Belgium Out to Reach Euro Semifinals,Italy put out a classical display to set up a Euro 2020 semifinal clash against Spain after first half goals,sports
30-10-2020,"Google, WIOCC Unveil Open Access Subsea Cable in Nigeria","Google, in collaboration with its cable landing partner, WIOCC, on Thursday in Lagos, celebrated the landing of Equiano subsea internet",tech
29-09-2020,Liverpool Ease to 3-0 Victory Over Norwich in Season Opener,Liverpool kicked off their 2021-22 Premier League campaign with a straightforward win over Norwich City at Carrow Road on Saturday.,sports
09-05-2019,"NSIA: No Plans to Move Our Investments Away from Dollar, Says Nigeria’s Sovereign Wealth Fund","Managing Director/Chief Executive of Nigeria Sovereign Investment Authority (NSIA), Mr. Uche Orji, has said the investment authority has no plan",business
03-06-2021,FCMB CEO Proceeds on Leave as Bank Intensifies Probe into Paternity Allegation,"The Chief Executive Officer of First City Monument Bank Limited (FCMB), Mr. Adam Nuru, has voluntarily chosen to proceed on",business
19-06-2020,PM Johnson Prepares to Call in Army as Panic Buying Drains UK Petrol Pumps,Britain’s Prime Minister Boris Johnson is considering calling in the army to drive fuel tankers as petrol stations prepare for,business
08-02-2021,Nigeria’s Liquefied Natural Gas Export Hits 15-Month High,"Nigeria’s Liquefied Natural Gas (LNG) exports edged up in December 2021, compared with a year earlier and was the highest",business
03-11-2020,Nigeria: Buhari to Sign Reworked Electoral Bill on Friday,"Barring any last minute changes, President Muhammadu Buhari may assent to the reworked Electoral Act Amendment Bill transmitted to him",politics
13-08-2022,"Serie A: Sanchez, Lukaku Inspire Inter Comeback",Alexis Sanchez and Romelu Lukaku were both on target on Sunday as Inter Milan scored four times in the final,sports
12-04-2019,PSG 1-1 Barcelona: Mbappe Penalty Helps Book Quarter-final Spot Despite Messi Stunner,Paris Saint-Germain are through to the quarter-finals of the Champions League thanks to a 5-2 aggregate victory over Barcelona as,sports
13-06-2022,"Governors’ Chair Fayemi, Benue Governor Ortom Praise Buhari for Withholding Assent to Electoral Bill","Chairman of the Nigeria Governors Forum (NGF) and Governor of Ekiti State, Dr. Kayode Fayemi, and his Benue State counterpart,",politics
09-11-2019,Inter Milan Crowned Serie A Champions as Conte Ends Juventus’ Nine-year Title Run,"Inter Milan have won the Serie A title, with Antonio Conte ending Juventus’ nine-year run as champion s of Italy.",sports
23-08-2020,"WHO to Trial Malaria, Arthritis Drugs as Covid Treatments",The World Health Organization (WHO) will test three new drugs as potential treatments for people in hospital with severe COVID-19,health
21-02-2020,Kanye West Now ‘Richest Black Person in US History’ with $6.6 Billion Net Worth,"Now worth a whopping $6.6 billion, producer, rapper, and fashion mogul Kanye West is the richest African American in the",entertainment
04-03-2021,Nigeria: Senate Rejects Presidential Aide Lauretta Onochie as INEC Commissioner,The Nigerian Senate has rejected Presidential aide Lauretta Onochie as a national commissioner for the country's Independent National Electoral Commission (INEC).,politics
14-02-2023,"Nigeria: It’s Unconstitutional, Northcentral Kogi Governor Kicks Against Rotational Presidency",Nigeria's northcentral Kogi state governor Yahaya Bello on Friday kicked against any form of zoning arrangement for the office of,politics
18-02-2020,Tuchel Criticise Hudson-Odoi after Chelsea Draw with Southampton,Chelsea manager Thomas Tuchel says he hauled off substitute Callum Hudson-Odoi as he wasn’t happy with his “energy or attitude”.,sports
03-05-2021,"Finance Minister Says Nigeria Taking $750m World Bank Loan on Behalf of States, Blames Transport Costs for Inflation","The Nigerian government is in the process of accessing a $750m World Bank loan on behalf of states, the country's",business
06-03-2022,Former Nigeria VP Atiku Under Fire for Kicking Against Zoning Presidential Ticket,Former Nigeria Vice President Atiku Abubakar on Saturday came under fire for faulting the call on the Peoples Democratic Party,politics
02-07-2019,NASA Extracts Breathable Oxygen from Thin Martian Air,NASA has logged another extraterrestrial first on its latest mission to Mars: converting carbon dioxide from the Martian atmosphere into,tech
28-06-2022,Australia to Continue Astrazeneca Jab Rollout Despite Pause from EU Countries,"Australia has announced it will continue its AstraZeneca Covid-19 vaccination rollout, despite a growing number of European countries suspending its",health
31-01-2022,Nigeria: Central Bank Unveils Incentives to Boost FX Repatriation,The Central Bank of Nigeria (CBN) on Friday released guidelines for the implementation of the RT200 (Race to US$200 billion,business
25-05-2020,"Roman Abramovich Receives Multiple Bids for  Chelsea, ‘None Match £3bn Valuation’","Roman Abramovich has received multiple bids for Chelsea but none have yet matched his £3 billion (3.94bn) valuation, sources have",sports
26-06-2022,China Not Convinced by Canada’s Wu-Tang Clan Explanation,A ruckus brought by China over Canadian T-shirts bearing an altered logo of the New York hip-hop group Wu-Tang Clan,entertainment
02-07-2019,Africa CDC Chief Warns of ‘Vaccine War’ Over Access to Jabs,The director of the Africa Centres for Disease Control and Prevention has urged global powers to avoid a “vaccine war”,health
16-03-2022,Nigeria Versus Sierra Leone in Numbers,Nigeria’s Super Eagles will host the Leone Stars of Sierra Leone in the first of double header encounters and a,sports
06-02-2023,Nigeria’s BUA Signs Pact with China’s CBMI to Build Cement Plants Worth $1.05bn,Nigeria-headquartered BUA Cement Plc has signed an agreement with Sinoma CBMI of China for the construction of three new cement,business
04-01-2019,"Sudan Becomes Third Arab Nation to Normalise Ties with Israel after UAE, Bahrain","Sudan and Israel have agreed to normalize relations, making it the third Arab state to do so as part of",politics
16-02-2020,"Brazilian Hospitals Close to Covid-induced Collapse, Report Says","Health systems in most of Brazil's largest cities are close to collapse due to Covid-19 cases, a report by the",health
10-09-2020,"Nigeria: Oil Marketers Say Subsidy Not Sustainable, Want Gradual Removal to Minimise Shock",MOMAN have advised the government to end the subsidy.Read more,business
12-09-2022,Jack Dorsey Resigns as Twitter Chief Executive,Twitter CEO Jack Dorsey will step down as head of the social media platform he co-founded a decade and a,business
15-04-2019,Nigeria Appeal Court Reverses Nullification of Diri’s Election as Bayelsa Governor,"A five man panel of Justices of the Court of Appeal sitting in Abuja, on Friday, reversed the nullification of",politics
06-10-2021,UN Endorses World’s First Malaria Vaccine as ‘Historic Moment’,The World Health Organization on Wednesday endorsed the world's first malaria vaccine and said it should be given to children,health
06-01-2020,Nigeria to Continue Setting Petrol Prices Despite NNPC’s Transition to Commercial Entity,"President Buhari recently deferred the full deregulation of the sector, which would have seen the removal of the controversial and",business
03-01-2020,"NASA: Mystery Object Orbiting Earth Is 54-year-old Rocket, Not Asteroid","A mysterious object temporarily orbiting Earth is a 54-year-old rocket, not an asteroid after all, astronomers confirmed Wednesday. Observations by",tech
23-04-2019,"Nigeria: INTELS Responds to FG, Says Process of Awarding Pilotage Contract Not Closed","The battle to retain its service boat contract in the pilotage district of Lagos, Warri, Bonny, Port-Harcourt and Calabar, which",business
10-03-2023,"Suez Blockage Holding Up $9.6bn of Goods Daily, Stranded Ship Could Take Weeks to Remove",The stranded Ever Given mega-container ship in the Suez Canal is holding up an estimated $9.6bn (£7bn) of goods each,business
04-02-2019,"Dangote Refinery Lekki 80% Ready, Targets Marketing Petroleum Products By 2021","Dangote Group has announced that refined petroleum products from its 650,000 per day refinery under construction will hit the market",business
11-05-2020,Chelsea Director Marina Granovskaia Exits After Todd Boehly Takeover,"Chelsea director Marina Granovskaia has left the club, it was announced on Wednesday. Granovskaia follows chairman Bruce Buck in leaving",sports
29-07-2022,Jeff Bezos Reclaims Title of World’s Richest Person from Elon Musk,"Jeff Bezos has reclaimed his title of world's richest person, ending Elon Musk's roughly six-week reign on top of the",business
10-04-2021,"Fleeing Sanctions, Russian Oligarchs Seek Safe Ports for Superyachts","The massive superyacht Dilbar stretches one-and-a-half football fields in length, about as long as a World War I dreadnought. It",business
22-07-2020,"Nigeria ‘Doomed’ If APC or PDP Wins Next Presidential Election, ‘Third Force’ Advocate Nwosu Says","Nigeria will be ""doomed"" in 2023 if any of the country's politicians from the two main political parties succeed in",politics
19-08-2021,‘You’re Playing With Fire’: Rivers Governor Wike Warns FIRS Against Sabotage of Administering Tax Laws,"Rivers State Governor, Nyesom Wike has sternly warned the Federal Inland Revenue Service (FIRS) against sabotaging and undermining the state",business
12-11-2019,"Pfizer Covid Vaccine Effectiveness Drops after Six months, Study Shows",The effectiveness of the Pfizer Inc/BioNTech SE vaccine in preventing infection by the coronavirus dropped to 47% from 88% six,health
27-07-2020,Britney Spears’ Father Files to End Court Conservatorship,Britney Spears' father filed Tuesday to end the court conservatorship that has controlled the singer's life and money for 13,entertainment
06-11-2021,Man City Unveil Sergio Aguero Statue to Celebrate 10th Anniversary of First Premier League Title,Manchester City legend Sergio Aguero says the new statue of him to mark the 10th anniversary of the club's first,sports
30-07-2020,Chevron Nigeria Set to Lay Off 25% of Workforce,"Oil giant, Chevron Nigeria Limited (CNL), operator of the joint venture between the Nigerian National Petroleum Corporation (NNPC) and CNL",business
30-12-2022,Juventus End Milan’s Unbeaten Run,Federico Chiesa scored twice as champions Juventus produced a superb display to end AC Milan's unbeaten league run this season.,sports
08-06-2021,"Dortmund’s Hopes of Haaland Stay, Champions League Football Hit With Loss Against Frankfurt",Borussia Dortmund's hopes of holding on to in-demand striker Erling Haaland by qualifying for next season's Champions League were dealt,sports
22-08-2020,AFCON: Sadio Mane Inspires Senegal to Impressive Win in Dakar,Liverpool’s Sadio Mane was the highlight of the opening day of Match-day three of the 2022 AFCON qualifiers on Wednesday,sports
16-01-2019,Zuma’s Corruption Trial on Tuesday  ‘to Be Postponed’ Due to Ill Health,The Jacob Zuma Foundation says Tuesday's planned hearing relating to the corruption trial of former South African President Jacob Zuma,politics
